# Data set of parameters, Gaussian fits, N=140
# h	   delta_h	 a		delta_a		sigma		delta_sigma
3.2741	   0.002351	 0.000202499	5.126e-06	0.000222166	5.686e-06
2.67064	   0.005533	 0.000308699	9.703e-06	0.000144954	4.754e-06
3.29529	   0.002122	 3.01729e-06	8.434e-08	3.7027e-06	1.064e-07
2.56348	   0.005491	 5.00553e-06	1.648e-07	2.14115e-06	7.439e-08
3.30727	   0.001332	 2.46032e-08	7.341e-10	4.11367e-08	1.292e-09
2.41574	   0.004086	 4.46447e-08	1.35e-09	1.62272e-08	4.962e-10
3.28808	   0.00264	 1.02978e-10	4.789e-12	1.61714e-10	7.777e-12
2.21377	   0.006662	 2.57317e-10	9.506e-12	1.01221e-10	3.946e-12
3.34638	   0.0065	 1.68547e-13	2.468e-14	5.04646e-13	6.851e-14
1.90187	   0.009327	 6.03287e-13	2.222e-14	2.02188e-13	7.747e-15
