#DeltaE			sigma_mean		error_sigma
0.00023210943059104316	0.000833333		1.2689999999999999e-05
5.728554369088812e-06	1.774085e-05		2.7009999999999996e-07
8.871973378177245e-08	2.64672e-07		3.1835e-09
9.257190569655904e-10	2.92303e-09		4.114e-11
6.70108413203252e-12	1.755325e-11		7.094500000000001e-13
3.397282455352979e-14	4.95308e-14		4.691e-15
    

0.000025216030895336417	0.0001492195		4.3745e-06
8.404594062927373e-7	4.95172e-06  		1.185e-07
2.1042159570328067e-8	1.0092125e-07		2.4245e-09
4.1348813262231943e-10	1.6152e-09   		5.906499999999999e-11
6.538991570437247e-12	2.01764e-11  		4.3610000000000003e-13
8.43769498715119e-14	2.42124e-13  		6.3045e-15
