   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    

   6.28318563E-02   6.28318563E-02
  0.186570525      0.123738661    
  0.490234524      0.303663999    
   1.25060630      0.760371804    
   2.93167853       1.68107224    
   4.81487560       1.88319683    
   5.73316193      0.918286562    
   6.14442253      0.411260605    
  0.138329506      0.277092248    
  0.549173832      0.410844356    
   1.46634150      0.917167664    
   3.34822226       1.88188076    
   5.03109550       1.68287325    
   5.79281664      0.761720955    
   6.09771490      0.304898322    
   6.22373676      0.126021698    
   8.94165039E-03   6.83905706E-02
   8.60055089E-02   7.70638585E-02
  0.246391892      0.160386384    
  0.643367529      0.396975636    
   1.62223959      0.978872001    
   3.56982851       1.94758880    
   5.11460876       1.54478025    
   5.76680040      0.652191758    
   5.94006491      0.173264295    
   5.78699493     -0.153070152    
   5.17212820     -0.614866614    
   3.68797827      -1.48414981    
   1.69981408      -1.98816419    
  0.673588037      -1.02622604    
